,USA ACTUAL,USA DEAD,USA DEATH RATE,USA NAT LOG,CANADA ACTUAL,CANADA DEAD,CANADA DEATH RATE,CANADA DAY DELTA,CANADA INF PT,CANADA NAT LOG,ONTARIO,ONTARIO DAY DELTA,ONTARIO INFL PNT,ONT NAT LOG,NS
2020-05-04,1212835,69921,0.05765,0.021205,60772,3981,0.06551,1298,0.4702898550724638,0.02159,17923,370,0.8525345622119815,0.0209,985
