,USA ACTUAL,USA DEAD,USA DEATH RATE,USA NAT LOG,CANADA ACTUAL,CANADA DEAD,CANADA DEATH RATE,CANADA DAY DELTA,CANADA INF PT,CANADA NAT LOG,ONTARIO,ONTARIO DAY DELTA,ONTARIO INFL PNT,ONT NAT LOG,NS
2020-05-05,1237633,72271,0.05839,0.02024,62046,4166,0.06714,1274,0.9815100154083205,0.020747,18310,387,1.045945945945946,0.0214,991
