,USA ACTUAL,USA DEAD,USA DEATH RATE,CANADA ACTUAL,CANADA DEAD,CANADA DEATH RATE,ONTARIO,NS
2020-05-02,1160585,67441,0.05810948788757394,56714,3656,0.06446380082519307,17119,963
