,USA ACTUAL,USA DEAD,USA DEATH RATE,USA NAT LOG,CANADA ACTUAL,CANADA DEAD,CANADA DEATH RATE,CANADA DAY DELTA,CANADA INF PT,CANADA NAT LOG,ONTARIO,ONTARIO DAY DELTA,ONTARIO INFL PNT,ONT NAT LOG,NS
2020-05-03,1187387,68570,0.05775,0.022831,59474,3774,0.06346,2760,1.6696914700544465,0.047518,17553,434,0.8493150684931506,0.025,971
