 8,969 
 9,524 
 10,113 
 10,738 
 11,402 
 12,107 
 12,856 
 13,651 
 14,495 
 15,391 
 16,343 
 17,354 
 18,427 
 19,566 
 20,776 
 22,061 
 23,425 
 24,874 
 26,412 
 28,045 
 29,779 
 31,621 
 33,576 
 35,652 
 37,857 
 40,198 
 42,683 
 45,323 
 48,125 
 51,101 
 54,261 
 57,617 
 61,179 
 64,963 
 68,980 
 73,245 
 77,774 
 82,584 
 87,690 
 93,113 
 98,871 
 104,984 
 111,476 
 118,370 
 125,689 
 133,461 
 141,714 
 150,477 
 159,782 
