,USA ACTUAL,USA DEAD,USA DEATH RATE,CANADA ACTUAL,CANADA DEAD,CANADA DEATH RATE,ONTARIO,NS
2020-05-01,1131452,65776,0.05813415,55061,3507,0.063692995,16608,959
